0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Alternative,Aftertheparty,Monte Carlo,4aNJ0WZCsawOOzu6sQ2h1w,43,0.766,0.554,141173,0.286,0.0313,C,0.101,-12.404,Major,0.129,116.956,4/4,0.0612
Rap,French Montana,A Lie,1vVNlXi8gf8tZ7OhnEs4VE,61,0.0235,0.516,226790,0.792,0.0,C#,0.404,-5.38,Minor,0.216,121.189,5/4,0.524
World,Chris Tomlin,White Flag,7wBs0H1Ebr1h14Qqm43KiO,44,0.0141,0.475,273558,0.775,0.0,D#,0.151,-3.99,Major,0.0326,81.998,4/4,0.317
Soundtrack,Ennio Morricone,"Ecstasy of Gold from ""The Good, the Bad, and the Ugly""",3WFQdcoCkeCQWelTUhRr7V,20,0.826,0.203,238027,0.22,0.604,A,0.161,-18.93,Minor,0.0426,96.217,4/4,0.0882
Ska,LeftÃ¶ver Crack,Baby-Punchers,23QjwjIx1ycvegHxWU6U1G,23,0.00169,0.369,209560,0.951,0.0141,G#,0.166,-5.953,Major,0.214,112.081,4/4,0.267
Blues,Hamish Anderson,You Give Me Something,5bSHyDR9VHcFUVUdh3cITx,28,0.00253,0.458,232104,0.882,0.0236,D,0.099,-5.437,Major,0.052,114.672,4/4,0.547
Blues,Justin Townes Earle,Over Alameda,2gyJtPXGxXevJyauoEJBsz,34,0.548,0.587,248977,0.399,0.0113,D,0.111,-9.045,Major,0.0292,112.491,4/4,0.291
Soul,Manwolves,Reaper,7I8vIzVk0TYXLivn9ph1Ak,41,0.0304,0.576,212385,0.769,9.49e-05,C,0.0642,-4.276,Major,0.0545,146.026,4/4,0.707
World,Skee Mask,Rev8617,0i3lQKL6ODCnegkzNGqCPB,47,0.117,0.453,224349,0.645,0.823,D,0.158,-12.358,Major,0.0527,134.968,4/4,0.0932
Electronic,Flosstradamus,Lighters Up,33iAhGPV1ipJzUZHZEJ9sR,42,0.138,0.567,204800,0.928,4.74e-05,C,0.372,-3.615,Major,0.073,150.079,4/4,0.294
Anime,Nobuo Uematsu,A New World,5Y4mbNvKUlvPIdpsczkNGd,32,0.643,0.429,135160,0.47,0.943,A#,0.151,-12.883,Major,0.0362,99.725,4/4,0.195
Pop,Diddy - Dirty Money,Coming Home,6Iocm6VMu6bVNYwiDoyQFW,70,0.155,0.353,238693,0.822,0.0,G,0.332,-1.866,Major,0.232,167.905,4/4,0.237
World,Urban Rescue,Kingdom,2J20AHoGyJIizW1NgLNLWa,29,0.0152,0.377,231506,0.731,0.0,A,0.0724,-6.466,Major,0.0424,79.974,4/4,0.264
Childrenâs Music,Car Seat Headrest,Bodys,6QbI1KSaDQhftv6aGHT5vn,56,0.00135,0.518,406935,0.842,0.0115,D,0.132,-7.361,Major,0.0533,143.944,4/4,0.249
Alternative,Rammstein,KEINE LUST,29YDZUNKvBI2I64TvLj1Wt,51,0.00025,0.544,222933,0.908,0.0124,G#,0.236,-4.829,Major,0.0526,137.999,4/4,0.274
Rock,The Moody Blues,Nights In White Satin - Single Version / Mono Mix,6L5BZEcZmD6RBJnimzlyKr,68,0.465,0.195,269107,0.483,0.497,E,0.0686,-4.991,Minor,0.03,84.71,4/4,0.173
Jazz,Tommy Flanagan,Tom's Thumb,3sy86vmNn9pd1RYj4Iaa6h,34,0.698,0.527,397293,0.326,0.000328,D#,0.101,-11.085,Major,0.0358,143.004,4/4,0.64
World,Tom Rogerson,On-ness,3469yPAnWF1FMq0ozd0e7P,39,0.988,0.419,232000,0.0637,0.784,A,0.102,-27.771,Major,0.0579,62.316,4/4,0.0389
Comedy,Big Jay Oakerson,"Yeah Jay, Yeah",2bucBNF1FRyuRE5DvuYkly,21,0.861,0.492,164533,0.832,0.0,C#,0.608,-9.224,Major,0.938,76.405,4/4,0.252
World,Shane & Shane,Psalm 63 (Live),0A9nhLgh2KWCuiUlHQciTp,49,0.198,0.532,329498,0.632,0.000559,B,0.279,-7.501,Major,0.0324,72.992,4/4,0.262
Reggae,Rambutan Jam Band,East Point,4kbHovcqhGaQD2Ah3HYyXg,40,0.00402,0.445,342227,0.744,0.0598,E,0.349,-6.479,Minor,0.0428,120.952,4/4,0.14
Opera,Giacomo Puccini,"La bohÃ¨me: O, Mimi, tu piÃ¹ non torni",7vkAqTFEATzcEf7FYshF0s,7,0.955,0.164,139573,0.13,0.82,C,0.375,-16.522,Major,0.0387,137.296,4/4,0.15
Electronic,Digitalism,Destination Breakdown,66tVQAjnbJD0Wgdciwy5JW,37,0.0186,0.596,464427,0.757,0.00436,A#,0.0918,-5.966,Minor,0.0335,120.017,4/4,0.282
Electronic,Xique-Xique,1542,10glJ8ARN1G9ESFF9s00yk,48,0.46,0.775,347600,0.704,0.559,B,0.208,-12.542,Minor,0.0633,100.002,4/4,0.471
World,Chris Tomlin,All To Us,3vAOKV1lg5je6RnuGGI0Mp,40,0.513,0.41,379888,0.337,0.0,C,0.0656,-7.798,Major,0.0359,123.586,4/4,0.262
Comedy,Lewis Black,Ireland & Health,2goJPsw6Jzy9JqOCjFAJvR,24,0.829,0.655,896093,0.694,0.0,D,0.704,-9.038,Major,0.911,114.986,4/4,0.225
Classical,Antonio Vivaldi,"12 Violin Concertos, Op.8 ""Il cimento dell'armonia e dell' invenzione"" / Concerto No. 1 In E Major For Solo Violin, RV 269 ""La Primavera"": 1. Allegro",5XG44N2hyQns8V7XZHL9Ym,47,0.74,0.455,199987,0.192,0.742,E,0.489,-15.978,Major,0.0475,105.328,4/4,0.152
Jazz,Swing Republic,Sing It Back,6HYnkh0VjPrjvtu4lcWfvw,38,0.72,0.732,211901,0.586,0.0,D#,0.337,-7.934,Minor,0.0981,120.927,4/4,0.9
Jazz,Bonobo,Stay The Same,6vcd0sKmiioXQKbcZPr7gq,51,0.551,0.589,284800,0.557,0.151,C#,0.106,-7.493,Minor,0.0421,99.987,4/4,0.545
Blues,Betty Harris,There's a Break In the Road,75ww4HE9ogvS4T4RFYYEXY,29,0.104,0.518,171584,0.93,0.00918,A#,0.0848,-6.969,Minor,0.278,161.359,4/4,0.838
Folk,Humble Pie,30 Days In The Hole,3KG03fcha5gJBLyze9919W,49,0.182,0.606,237267,0.491,8.6e-06,B,0.165,-16.504,Minor,0.12,119.582,4/4,0.825
Soul,Sam Cooke,You're Always On My Mind,2D8EIix8QDj2PSG2O3kx1J,50,0.773,0.476,137027,0.401,0.0,G#,0.0815,-8.075,Minor,0.0364,103.657,3/4,0.641
Soundtrack,Danny Elfman,Introduction,2k9LITOvD2lFtv9oyIq34P,23,0.803,0.0779,255000,0.307,0.84,C,0.0882,-16.407,Minor,0.0496,73.718,3/4,0.0358
Jazz,Duke Ellington,"TAKE THE ""A"" TRAIN",6sFaCmvZIYASMOa3nm0hWc,31,0.784,0.463,182400,0.44,0.818,D#,0.114,-8.944,Major,0.068,166.555,4/4,0.834
Soul,Lastlings,VERONA,3wjUsST5rYWqt86MIzbOl2,47,0.866,0.661,268174,0.283,0.759,A,0.137,-12.724,Major,0.0302,89.978,4/4,0.194
Childrenâs Music,Catfish and the Bottlemen,Anything,1JblvWxcwHXMLth0c6ssFy,63,0.000786,0.507,249480,0.824,0.000446,F#,0.0941,-6.006,Minor,0.0428,143.648,4/4,0.312
Comedy,Anthony Jeselnik,Showstoppers,0w5WkLAJNDQT2uuj5yTeir,32,0.856,0.45,179853,0.991,5.89e-06,D#,0.835,-7.369,Minor,0.881,95.591,4/4,0.0381
Folk,Robert Palmer,Every Kinda People,38E7U60ipLSTVDcPIuVzZw,57,0.252,0.63,199200,0.546,0.000156,F#,0.0431,-12.594,Major,0.0416,94.631,4/4,0.946
Reggae,Kafu Banton,Vamos Pa la Playa,4JafGt2VPRZZKcl1r5Qpm6,48,0.234,0.656,163997,0.705,0.0,C#,0.235,-6.416,Minor,0.425,66.387,3/4,0.968
Soul,El Michels Affair,Snakes,3ceFQniYTNGSSpmiUogABH,50,0.0374,0.571,127587,0.325,0.0535,C,0.207,-7.871,Major,0.0534,178.546,4/4,0.334
Rock,Pop Evil,Footsteps,47StfXJOnGLhYfMEWgoTiX,60,0.0139,0.641,262107,0.732,2.61e-06,F,0.062,-7.57,Major,0.0795,92.057,4/4,0.763
Reggae,Katastro,Feel Right,3EvX1zRaBLuOUeBEFkQT9F,32,0.101,0.698,140063,0.667,0.00108,F,0.106,-5.588,Major,0.0476,175.983,4/4,0.222
Dance,Zedd,True Colors,71qR03VPn762lG8esdRmkR,52,0.35,0.566,224867,0.792,1.31e-05,D,0.104,-3.226,Minor,0.0365,126.06,4/4,0.462
Jazz,Etta James,My Heart Cries - Single Version,3Yub8LUvhAvIyguaW3lUNs,36,0.904,0.593,156840,0.465,0.00146,G,0.255,-6.966,Major,0.0251,103.047,3/4,0.524
Opera,Giacomo Puccini,"Tosca, Act II: Act II: E qual via scegliete? (Scarpia)",2AEN6SpkPuyIPEPuKGqcud,7,0.856,0.0856,375613,0.0556,0.0964,F#,0.131,-23.296,Minor,0.0459,75.977,4/4,0.0369
Rock,Scotty McCreery,Forget To Forget You,4M3EQoDaaF5j6Q9hZubfgz,53,0.418,0.623,238093,0.738,0.0,A#,0.287,-5.938,Major,0.0302,144.023,4/4,0.415
Alternative,Beck,Saw Lightning,0JeNWvckrkYpR8cY5A4Phs,59,0.0502,0.675,241451,0.911,0.0488,F,0.0736,-5.075,Minor,0.0449,120.016,4/4,0.849
Anime,Nobuo Uematsu,"Celes' Theme (From ""Final Fantasy VI"")",2kWzAV5sIm6Gjw51utK2PP,19,0.985,0.434,230000,0.101,0.895,G,0.109,-20.119,Major,0.0502,124.95,4/4,0.0568
Jazz,Bessie Smith,Devil's Gonna Git You,17THAwZLC5xgi25y3S3sHQ,39,0.993,0.653,190027,0.0442,0.0,A#,0.131,-12.269,Minor,0.0371,71.434,5/4,0.346
Rap,PnB Rock,Alone,4Uk6jjFeLW6NH6GcZhldpU,49,0.125,0.721,206452,0.492,0.0,G,0.109,-11.392,Minor,0.108,92.942,4/4,0.218
Alternative,G Flip,I Am Not Afraid,1uvqTijaZ8weUZ9kGQpbHE,43,0.0145,0.548,226656,0.701,0,G#,0.0957,-3.547,Major,0.0529,75.824,4/4,0.287
World,Jesus Culture,My Everything - Live,7HBLE1aS5aP8ZImhLvnpYF,28,0.0867,0.355,546854,0.671,0.0445,B,0.332,-5.836,Major,0.0339,132.111,4/4,0.118
R&B,BJ The Chicago Kid,Church,6PmnGYDsruYLBNY4Rpx4t9,56,0.0481,0.672,287333,0.569,0.0,B,0.295,-6.319,Minor,0.0624,95.971,4/4,0.46
Movie,Richard M. Sherman,The Temptress,6ADuAyieAu5HWZlZhOI2Sk,0,0.931,0.384,146093,0.16,0.941,B,0.112,-15.661,Major,0.0448,125.009,4/4,0.126
Reggaeton,Don Omar,Los Hombres Tienen La Culpa,5HTycUV2xsjv4MfIVeZ05r,25,0.5,0.801,285373,0.947,0.00031,G#,0.182,-3.356,Major,0.0469,93.504,4/4,0.965
Childrenâs Music,Rainbow Kitten Surprise,It's Called: Freefall,474uVhyGgK5MtY9gMcDgGl,65,0.632,0.744,152293,0.516,0.0,D,0.605,-6.365,Major,0.0513,97.944,4/4,0.281
Rap,Lil Dicky,Free Bread At The Outback,7FqiJfroLOUQXbvzDYXFAJ,47,0.00616,0.603,264504,0.635,1.89e-05,B,0.0651,-9.979,Minor,0.243,89.673,4/4,0.296
Pop,Oscar Cortez,CallejÃ³n 58,78ZH2DYY3AVWzC9fnFaSCC,62,0.577,0.584,194788,0.556,0.0,F#,0.125,-7.118,Minor,0.0637,127.337,4/4,0.752
Opera,Georges Bizet,"Carmen, Act II: No.12 bis RÃ©cit : Messieurs Pastia me dit... (Frasquita/Zuniga/Carmen/MercÃ©dÃ¨s)",3WG9hi4tQdob4Vf92qYb4S,15,0.973,0.572,69560,0.0618,0.0,D,0.139,-23.058,Major,0.101,107.93,3/4,0.174
Movie,Kristin Chenoweth,Sleigh Ride/Marshmallow World (with John Pizzarelli),2JuWEcRAVurR3ySo62OEfN,12,0.568,0.689,218867,0.445,0.0,A#,0.052,-9.819,Minor,0.0502,132.024,4/4,0.583
Jazz,Charles Mingus,Track A- Solo Dancer,3XvcgEkQfjasB5NnY8P4QA,30,0.0254,0.256,398733,0.642,2.9e-05,F,0.0445,-8.438,Minor,0.0582,102.074,4/4,0.442
Movie,Chorus,Ello Dooradi,1Z3KUodhL28zSZOhZQIzXI,0,0.803,0.41,334759,0.532,0.0,C,0.245,-5.901,Major,0.0335,119.826,4/4,0.35
Ska,Catch 22,As the Footsteps Die Out Forever,7mUM6K7YqmhGuRc0ilIbS4,30,0.00495,0.404,191333,0.818,0.000609,E,0.103,-6.77,Major,0.217,169.446,4/4,0.802
World,Israel & New Breed,Your Presence Is Heaven - Studio Version,5vDlNo0nRpXqqrR6fWei90,35,0.00223,0.411,297600,0.658,0.0,D,0.107,-6.338,Major,0.0308,141.904,4/4,0.134
Country,Blake Shelton,I'll Just Hold On,4ZTVWCfZewoOYhhIEIrAlT,36,0.0365,0.41,239200,0.796,0.000156,C,0.307,-4.222,Major,0.0326,164.161,4/4,0.342
R&B,Jorja Smith,Lifeboats (Freestyle),02DylNP4HxYaYMbqM4dGHr,61,0.43,0.766,172490,0.734,0.0,C,0.257,-8.699,Minor,0.351,92.671,4/4,0.508
Folk,Haux,Cologne,4ld2TeVRlaYNHWzi52dWsZ,63,0.911,0.27,251000,0.463,0.013,E,0.0835,-13.774,Major,0.288,76.221,3/4,0.0557
Pop,Anarbor,Gypsy Woman,6wZ0H5BbKeiUAYUtxGVLuH,60,0.000931,0.501,189227,0.899,0.0,F,0.0738,-3.054,Minor,0.0429,153.066,4/4,0.732
Rock,The Goo Goo Dolls,Name,1G8jae4jD8mwkXdodqHsBM,68,0.0691,0.464,270000,0.701,0.00182,A,0.0766,-5.943,Major,0.0341,73.97,4/4,0.407
Opera,Gioachino Rossini,"Il Barbiere di Siviglia (2007 Digital Remaster), Act One, Scene One: La ran la le ra...Largo al factotum (Figaro)",6snh3CY7DYFkEVPWeCDHBf,7,0.96,0.384,282773,0.346,0.509,G,0.133,-13.585,Major,0.0697,65.5,4/4,0.564
Opera,Luciano Pavarotti,"La Traviata - Act. I - Un DÃ¬, Felice, Eterea",4fQGCbgKFBbVarZB3BHRh9,26,0.989,0.303,295000,0.163,0.0145,F,0.0975,-13.355,Major,0.0691,74.849,4/4,0.142
Electronic,DJ Shadow,Bergschrund,49bOasbGve41kV4CM982rv,48,0.055,0.552,250543,0.703,0.729,E,0.118,-7.867,Minor,0.065,182.999,4/4,0.363
Pop,Ciara,Level Up,5ubwXXOsH9bUhZsQ0Cybha,76,0.0142,0.746,204150,0.825,0.0107,C#,0.121,-4.666,Major,0.169,152.914,4/4,0.584
Reggaeton,"HÃ©ctor ""El Father""",Tu Quieres Duro,5QpUAyROQsLtNLPY5TJcFv,45,0.275,0.802,218107,0.873,3.12e-06,B,0.308,-5.698,Major,0.054,95.0,4/4,0.0933
Hip-Hop,Young Nudy,Loaded Baked Potato,77Zycwm6EUtKE271Nms1uf,53,0.294,0.751,277055,0.87,0.0,D,0.0525,-5.088,Major,0.395,119.84,4/4,0.775
Comedy,John Caparulo,"Caplets: November, 2015",72t9Hpx3ci2yLqwCuyIu4U,12,0.826,0.63,432984,0.348,0.0,A#,0.968,-13.652,Minor,0.957,87.534,4/4,0.593
Childrenâs Music,Charlotte Day Wilson,Funeral,6DpQe7m5AHmIpah83YayrQ,52,0.904,0.334,256941,0.304,0.0328,B,0.121,-10.341,Minor,0.0731,99.848,4/4,0.0628
Indie,The Wombats,Cheetah Tongue,4w9TBRGhvbhiLQB8jVCusl,67,0.0426,0.533,219482,0.967,0.000432,D,0.132,-3.066,Major,0.057,95.008,4/4,0.603
Jazz,Louis Armstrong,"I Won't Dance (feat. Oscar Peterson, Louie Bellson, Ray Brown & Herb Ellis)",36jNHaDGVAT3u72QY3IZPg,44,0.51,0.443,283693,0.33,0.0,G#,0.0999,-14.895,Major,0.171,175.121,4/4,0.699
Blues,Billie Holiday,On The Sunny Side Of The Street,16ARXAJAcL8ubHDpBLcqDQ,43,0.972,0.692,179493,0.121,0.00155,G#,0.13,-14.419,Major,0.0493,119.569,4/4,0.646
Classical,Philip Glass,Six Etudes for Piano - q = 96,3iyMZpbsEg8I9Bxb9YJXvA,41,0.984,0.343,288307,0.00106,0.958,F,0.0939,-40.569,Minor,0.0443,67.622,4/4,0.0369
World,Chihei Hatakeyama,That Ðorning,5gKCeE1TQeudhmwKQzS0OY,29,0.993,0.144,293060,0.049,0.956,F#,0.0902,-24.743,Major,0.0416,140.467,4/4,0.04
Pop,Ryan Hurd,Diamonds or Twine,59fi7eaSe4DuCqfua35m2W,63,0.145,0.621,211085,0.568,1.65e-06,D,0.108,-8.795,Major,0.0311,148.047,4/4,0.724
Opera,Giuseppe Verdi,"Verdi: Il trovatore, Act 2: ""Vedi! le fosche notturne"" (Anvil Chorus)",6Gi7uFQd5xBssKvkU2NQ0P,34,0.934,0.426,176800,0.397,0.0928,C,0.78,-10.651,Major,0.0443,127.323,4/4,0.39
Soundtrack,Rupert Gregson-Williams,Swimming Lessons,0Z7FcPFyQefEOkA5oJMzpQ,43,0.627,0.0717,183107,0.252,0.956,A,0.0896,-15.915,Major,0.0452,78.492,3/4,0.034
Childrenâs Music,Tobi Lou,High Score,0rTg7hbhEYFNKNozvtwIDd,50,0.257,0.827,211875,0.511,6.2e-06,F,0.332,-8.441,Minor,0.25,128.032,4/4,0.534
Alternative,Audioslave,What You Are,4Dz0U7qR4GxIZAOGGEPuTf,52,0.0063,0.501,249400,0.687,0,E,0.138,-4.399,Major,0.0289,89.002,4/4,0.486
Childrenâs Music,Deer Tick,The Dream's In The Ditch,2A9Zm100yFB3CHQd6kFaB7,48,0.122,0.652,191581,0.913,0.00593,F,0.115,-4.98,Major,0.0399,124.832,4/4,0.905
Rap,Papa Roach,Born For Greatness,5cRPdqpWkaNmIbPi6wJDg2,68,0.0571,0.525,227847,0.85,0.0,A,0.0555,-5.469,Minor,0.0678,134.115,4/4,0.275
Classical,Wiener Philharmoniker,"Madamina, Il Catalogo 1. Akt / Act 1",0o8GTRxb0Xsk8p0XetILYI,32,0.967,0.292,349480,0.21,0.00944,D,0.129,-15.363,Major,0.0525,79.114,3/4,0.247
Electronic,Big Gigantic,Fantastic,6apoGIH0JPSDfFaDHx9LuY,25,0.0678,0.505,281057,0.904,0.0,G,0.838,-4.199,Minor,0.0528,102.012,4/4,0.374
Movie,Bruce Broughton,Tuba Sonata (Concerto): I. Allegro moderato,1fvZpx4DuXQ19N7rWxuoHO,6,0.994,0.419,191627,0.111,0.887,C,0.107,-29.885,Major,0.0371,135.811,4/4,0.405
R&B,Jay Park,REBORN,3j5P08hfKY8oUSARXvmjjZ,44,0.312,0.759,235183,0.836,0.0,F#,0.0825,-3.679,Major,0.139,104.03,4/4,0.802
Ska,The Flatliners,This Song Is Like Thunder and Lightning in a Wide Open Field,4SPq7qw3c0u605pTvIr5mH,26,4.48e-05,0.417,176040,0.995,0.0,E,0.358,-3.426,Major,0.13,100.865,4/4,0.452
Alternative,tobi lou,Buff Baby,1F1QmI8TMHir9SUFrooq5F,59,0.19,0.736,215385,0.643,0,F,0.106,-8.636,Major,0.0461,156.002,4/4,0.599
Reggaeton,Pusho,Te Fuistes,2Cc10ghvGOGKBOFYi7pMhN,53,0.33,0.73,262320,0.754,0.0,B,0.101,-4.442,Minor,0.122,171.84,4/4,0.817
Alternative,Chris Cornell,Seasons,4QglwXpVgc088RhQOp42vx,49,0.181,0.48,345133,0.384,0.105,A#,0.124,-12.705,Major,0.0304,152.184,4/4,0.194
Hip-Hop,Joey Bada$$,Piece of Mind,0njNxlyVEyz0zdYi5Q6I8l,45,0.44,0.536,218635,0.869,0.0,F,0.748,-5.224,Minor,0.183,88.733,1/4,0.902
Pop,MÃ,Theme Song (I'm Far Away),1iUImy2tasM9RmL5TPkSVz,65,0.57,0.659,149122,0.435,0.00111,C#,0.113,-9.261,Major,0.0743,137.933,4/4,0.613
Hip-Hop,Gucci Mane,Back On Road,39liuGHPxn2sAyvO6DINor,58,0.329,0.833,149080,0.673,0.0,C#,0.136,-6.981,Minor,0.315,148.019,4/4,0.753
Ska,Fun Boy Three,Murder She Said,7uTEdSbslGBuR8n2DR8YKI,28,0.614,0.759,120933,0.573,0.932,A,0.261,-14.738,Major,0.055,80.043,4/4,0.812
Jazz,Chris Botti,Indian Summer,4q71tVc9hHLBcsaPp2uCQA,37,0.0447,0.609,217120,0.587,0.958,D#,0.162,-11.445,Major,0.0286,113.006,4/4,0.428
World,Antibalas,"Si, Se Puede",5BeaZCKKhjIiuoTOkWVCPZ,30,0.206,0.637,594547,0.799,0.0688,G#,0.124,-8.854,Major,0.0521,107.905,4/4,0.692
Dance,SWV,Rain,4G1qRhOk1YY0kewtMaCrMC,56,0.337,0.643,264507,0.486,3.86e-06,E,0.702,-10.443,Minor,0.0278,138.151,3/4,0.146
Anime,Suara,åã ãã®æè·¯ Re:boot,3Ggv3YpeVaWk9wrnoqEvbz,21,0.00606,0.585,236000,0.825,0.00556,C#,0.36,-5.97,Major,0.0291,126.996,4/4,0.619
Hip-Hop,Jacquees,"Feel It (feat. Rich Homie Quan, Lloyd)",4TVinarpLQLZ5cWI9paHJv,56,0.0527,0.54,259918,0.555,0.0,E,0.413,-9.858,Minor,0.072,127.154,4/4,0.155
Rap,BROCKHAMPTON,BOOGIE,3NuN59jpH3B5cNa2M4r7XG,66,0.0137,0.604,193155,0.933,0.0,C#,0.37,-3.034,Major,0.214,110.029,4/4,0.28
Opera,Jean-Baptiste Lully,Trios pour le coucher du Roi: Menuet,6HQ9HNIA1Yh1SHqhVKyp40,14,0.741,0.308,77547,0.268,7.45e-05,B,0.254,-14.101,Major,0.0356,83.745,3/4,0.782
Blues,Robert Plant,Ship of Fools - 2006 Remaster,6X2rYNgBbEghiWyexcbldt,40,0.175,0.619,300587,0.424,0.00268,E,0.0999,-8.045,Minor,0.0248,93.15,4/4,0.245
Dance,Kaskade,Tight,1CnMonW2jPjo4OvGEw6esf,67,0.0146,0.877,188188,0.857,0.015,C#,0.0569,-3.74,Minor,0.126,124.015,4/4,0.822
Opera,Francesco Cavalli,"La Calisto, ACT I, Scene 14: Ballo de Orsi",4U0RgRS6zKIINeiNJLcLYe,13,0.764,0.26,185600,0.0901,0.225,C,0.0864,-26.471,Major,0.0342,83.859,3/4,0.445
Ska,Rancid,Everybody's Sufferin',0tOkKytw5RycOtD0Rfn2vv,27,0.262,0.738,176293,0.937,3.89e-05,G#,0.07,-3.863,Major,0.0364,157.987,4/4,0.958
Alternative,Lecrae,Blessings,56vMywhKow2JM8lW6iLn7x,52,0.00373,0.753,231053,0.609,0,C,0.347,-4.381,Major,0.117,140.304,4/4,0.439
Pop,Green Day,Good Riddance (Time of Your Life),6ORqU0bHbVCRjXm9AjyHyZ,77,0.183,0.475,153467,0.432,0.0,G,0.161,-7.844,Major,0.0302,94.605,4/4,0.648
Ska,Raskahuele,Ciudad Tranvia,6wAl78eUcllXyZM0xF3Kw5,13,0.0304,0.553,201326,0.779,0.635,C#,0.0685,-6.997,Minor,0.0832,149.368,4/4,0.874
Indie,Noah Kahan,Hurt Somebody (With Julia Michaels) [Alex Adair Remix] - Alex Adair Remix,1aFvsXY4iv75uyW54kwDly,57,0.223,0.723,210053,0.868,0.0,C#,0.0881,-3.778,Major,0.0888,119.991,4/4,0.805
Rap,Future,First Off (feat. Travis Scott),3WRIaWsws011vHMd9uzPjG,85,0.013,0.734,228367,0.683,0.0,C#,0.28,-6.105,Major,0.0776,162.038,4/4,0.445
Pop,Sech,Miss Lonely - Dimelo Flow Remix,3tRtlS9YUyYqVgqO3iM4bW,73,0.178,0.605,225366,0.728,0.0,C,0.0344,-5.653,Major,0.196,163.805,4/4,0.664
Classical,Giuseppe Verdi,"Macbeth, Act II: Si colmi il calice (Live)",0Qjufi8B9MN3AfJZqtRG1m,0,0.919,0.477,119800,0.169,0.0,A#,0.139,-18.076,Major,0.129,119.374,4/4,0.419
Comedy,Paul F. Tompkins,Tomboy,10B6dqGhTZYFCb7T56X70K,18,0.868,0.618,104627,0.436,0.0,D#,0.931,-7.551,Minor,0.795,89.091,4/4,0.583
Reggaeton,Ivy Queen,Te Voy A Recordar,53wVYBeETzzMrZh00gZ6jO,32,0.158,0.763,216187,0.692,0.0,D,0.127,-7.054,Major,0.122,89.979,4/4,0.431
Electronic,Hekler,404 - Moore Kismet Remix,0PeM91krBo2w0wOhld2IIP,25,0.000944,0.43,214082,0.971,0.0546,F,0.214,-1.516,Minor,0.464,149.917,4/4,0.251
Hip-Hop,Chris Webby,Raw Thoughts,0fIFHNdJfBKZCU66TTirSP,54,0.018,0.586,319515,0.829,0.0,B,0.729,-6.268,Minor,0.365,78.195,4/4,0.361
Electronic,Black Devil Disco Club,"""H"" Friend",6Dy4F2BcVwKLz0tvJ4d9YN,24,0.00104,0.554,343380,0.808,0.00829,A#,0.0547,-6.686,Minor,0.0481,127.494,4/4,0.795
Blues,Ronnie Hawkins,Mary Lou,5Q8dzjRMYIKKtZrWKnWtHY,33,0.909,0.579,130373,0.583,0.0,D,0.118,-8.087,Minor,0.0525,131.454,4/4,0.942
Blues,The Doobie Brothers,Long Train Runnin',4nXkbcTj3nyww1cHkw5RAP,69,0.0916,0.575,207267,0.912,0.00211,G,0.0562,-7.275,Minor,0.0393,117.399,4/4,0.843
Childrenâs Music,Foals,Syrups,3HteidpVk31b0a3Swfw0Oe,0,0.03,0.333,328924,0.901,0.868,D,0.136,-3.558,Minor,0.1,160.169,4/4,0.817
Electronic,Taska Black,Forever,25DHR3vMzKxc4pkdfNx1b9,48,0.0342,0.573,215172,0.577,0,C,0.0936,-5.86,Minor,0.0451,72.57,4/4,0.283
Opera,Georges Bizet,Les pÃªcheurs de perles: Au fond du temple saint,6ynW2vwIfDXElsL93gL6vS,30,0.982,0.225,394693,0.223,0.0888,D#,0.0957,-17.916,Major,0.0462,83.044,3/4,0.105
Alternative,Gorillaz,Kids with Guns,0eEgMbSzOHmkOeVuNC3E0k,61,0.000417,0.838,225773,0.475,0.714,E,0.226,-5.505,Minor,0.036,106.217,4/4,0.711
Reggae,Shabba Ranks,Ting-A-Ling,6ZK6pIo3CE0n2iGJq5nT1p,45,0.0286,0.724,231867,0.706,0.0,G,0.333,-10.359,Major,0.458,126.423,5/4,0.795
Hip-Hop,Huncho Jack,Saint Laurent Mask,7JGyxh8G8QZnu4AMJuCqlj,61,0.0365,0.768,190437,0.586,0.0,B,0.169,-4.099,Major,0.0402,135.002,4/4,0.0672
Soul,India.Arie,The Truth,4C8bbFSl37YUCoVeyr3Fl3,48,0.29,0.655,209853,0.465,8.94e-06,A,0.098,-10.252,Minor,0.233,95.876,4/4,0.268
Country,Dan + Shay,What You Do To Me,5zXPsVuwJ4vLBcxAWzrnD6,54,0.547,0.628,210080,0.839,0.0,B,0.361,-4.817,Major,0.0384,131.994,4/4,0.628
Opera,Pietro Mascagni,"Cavalleria rusticana: Mamma, quel vino Ã¨ generoso",5au12U47BOkJ7v7e8oKbSL,22,0.965,0.19,251520,0.157,0.0895,G#,0.951,-20.204,Minor,0.057,89.159,3/4,0.0981
Folk,Iron & Wine,Such Great Heights,6kLqKntp2x4QVXHwqLHMYm,62,0.808,0.61,251280,0.275,0.913,F#,0.403,-10.644,Major,0.028,94.088,4/4,0.552
World,DJ Drez,Mind Jungle,4dQqw0xDW6un92N6uojoD2,27,0.684,0.421,457600,0.186,0.47,A,0.127,-18.118,Major,0.0349,75.007,3/4,0.231
Children's Music,Children Songs Company,Last Day,5nlfwarS5NeeOeNvHKv7g6,0,0.0551,0.738,114000,0.594,0.898,F,0.0929,-9.516,Major,0.155,119.304,4/4,0.257
